0,0,0,0,0,50.0715,32.7601,17.1681,0,0.000394299,0,0,0.491657,6.33461,11.2644,18.746,27.6968,18.9214,11.7622,4.68495,0.097987,0,0.149421,2.11659,23.1518,26.0935,33.3726,14.0483,0.902292,0.112184,0.0198989,0.0218824,0.0114337
3.70772e-05,0.070788,0.0166984,0,0,47.752,35.1445,16.781,0.0428059,0.191909,0.000380327,0,0.0572347,2.60511,13.3919,19.5456,28.1798,16.8936,11.2456,6.9256,1.15559,0,0.0796061,2.71771,26.2808,28.495,29.4104,11.6399,0.979679,0.130839,0.220778,0.038137,0.00718192
0,0,0,0,0,47.6534,36.9211,15.4255,0,0,0,0,0.126913,7.36653,13.7462,23.0238,30.5459,18.4635,5.62496,1.08371,0.0184148,0,0.0680769,2.15223,19.0767,31.3582,36.9369,9.68011,0.549178,0.099331,0.0214021,0.0275171,0.0301884
0,0,0,0,0,49.1495,36.4977,14.3527,0,0,0,0,0.81886,6.88104,11.8159,20.3736,25.9934,20.1393,10.7221,3.20541,0.050462,0,0.0498544,2.10657,19.997,28.9715,34.1459,13.5168,1.04147,0.109692,0.0178696,0.0173247,0.0259287
0,0,0,0,0,50.3275,43.5745,6.09804,0,0,0,0,0.141288,4.4404,14.164,20.3676,22.3539,20.7341,13.5258,4.15316,0.11978,0,0.0799545,1.55655,18.863,30.8092,33.2047,11.0738,4.08405,0.245047,0.0428456,0.0311747,0.00972771
0,0.000260553,0,0,0,54.0243,36.8075,9.15336,0.000435501,0.0142348,0,0,0.169365,6.62537,13.0346,18.8838,22.273,19.4479,13.225,6.20009,0.14084,0,0.0408003,1.78131,17.6061,26.4217,36.1502,15.3182,2.24587,0.279445,0.0659973,0.0598429,0.0305618
0,0.0170078,0.00654039,0,0,53.4746,34.0286,12.3654,0.020035,0.0879367,0,0,0.0934088,4.28645,13.4749,19.9067,23.577,19.3069,10.8311,8.06463,0.458941,0,0.0407042,1.88946,17.6695,27.9434,34.94,15.1872,1.77311,0.299351,0.145302,0.0795004,0.0325453
0.00109585,0.157264,0.031878,0,0,48.9501,39.0129,11.4958,0.0723654,0.277884,0.000642804,0,0.0580067,2.2867,12.8067,21.7025,26.0804,18.8335,10.1397,6.78616,1.30631,0,0.0410129,1.64859,18.6486,29.8236,35.2366,12.6273,1.40151,0.173037,0.317862,0.060441,0.0213942
0,0.00165618,7.22892e-05,0,0,53.6935,41.2588,5.02485,0.00105185,0.0199292,0,0,0.150388,5.64885,15.1448,18.3379,19.7354,18.7047,16.0941,6.00654,0.177446,0,0.0593902,1.1567,16.4855,26.4267,36.3003,14.9654,3.96835,0.459879,0.104259,0.0629297,0.0105798
0,0,0,0,0,54.4471,37.677,7.87579,0,0,0,0,0.120598,5.29727,13.8196,19.1887,22.3166,19.9081,12.1953,6.65537,0.498566,0,0.0869856,1.55004,16.5572,27.7188,33.5519,12.7775,6.92403,0.666009,0.108773,0.0463142,0.0124878
