0,0.000135114,0.0895774,0.346813,6.29636e-05,53.7846,36.1815,9.51641,0.0806258,0.000244915,0,0.019645,0.147538,1.29501,9.61361,17.0457,31.4587,25.177,12.2404,2.99787,0.00453116,4.69112e-05,0.158274,0.579402,12.3233,28.7567,40.1247,16.565,1.02723,0.0510647,0.0381617,0.259516,0.116592
0,0.000225211,0.168243,0.534501,0.0480673,51.9445,32.2118,14.5197,0.572039,0.000931076,0,0.00955015,0.0889801,0.506756,3.01679,12.2771,40.6564,26.5646,13.7774,3.10257,0,0,0.302423,1.04235,16.4788,27.0591,38.7947,13.7969,0.101113,0.0561096,0.0481077,1.02745,1.293
0,0.00086543,0.0227526,0.137661,0,52.7506,43.6754,3.39726,0.015575,0,0,0.00636037,0.0331198,1.48103,12.504,21.4788,25.6972,22.0015,14.7223,2.04391,0.0297071,0.00210895,0.088943,0.285161,8.83895,29.3454,45.0098,15.3269,0.868656,0.0861942,0.0319791,0.079379,0.0387034
0,0.00125375,0.0388269,0.196558,0,50.7615,45.0756,3.88052,0.0456534,3.01493e-05,0,0.00550016,0.033914,0.948159,12.0265,21.858,25.7536,22.8029,14.7177,1.81532,0.0361548,0.0022089,0.113179,0.410856,9.76992,30.819,42.8548,15.025,0.712596,0.0572026,0.0256579,0.13977,0.0719731
0,0.000123317,0.0848681,0.305883,8.03403e-05,51.6587,36.6689,11.1469,0.134163,0.000308906,0,0.00891736,0.0859823,0.606654,6.59266,18.3652,33.6912,24.0798,13.0277,3.53783,0.00394189,0,0.177067,0.859055,13.8156,28.5227,40.9101,14.8292,0.278307,0.0183275,0.0133008,0.345665,0.230606
0,8.32812e-05,0.0612906,0.213161,8.9947e-05,50.18,39.2757,10.1211,0.148267,0.000342822,0,0.00395785,0.0388336,0.321965,2.91579,17.8815,35.5473,24.0368,15.3537,3.89951,0.000687641,0,0.180562,1.30167,13.7377,31.0007,43.0427,10.1125,0.0693858,0.00870091,0.00702314,0.293943,0.245183
0,0.00266142,0.0561071,0.269385,0,53.4406,38.0042,8.15366,0.0732533,9.44523e-05,0,0.00108679,0.0123011,2.65495,11.3908,20.0692,31.1058,23.5731,9.77734,1.3366,0.0751926,0.00359343,0.174407,0.667888,12.6559,28.7232,42.195,15.0348,0.209776,0.020192,0.0149822,0.208423,0.0954154
0,0.00238468,0.0671364,0.265676,0,53.0483,35.5348,10.9575,0.124123,0.000139695,0,1.13595e-05,0.0039223,2.94219,12.4812,19.2258,34.3815,24.3282,6.00892,0.56958,0.056322,0.00252543,0.204115,1.07319,14.2587,28.8144,41.483,13.6109,0.0738801,0.00779328,0.00749939,0.278942,0.187535
0,0,0.000414768,0.0043963,0,56.2736,40.6168,3.10478,0,0,0,0.00208674,0.00266002,1.70053,15.9044,22.9281,32.3778,21.5971,5.08488,0.402485,0,0,0.0914422,0.323032,11.3886,33.7312,40.4266,13.5852,0.37209,0.0282686,0.0132445,0.00309773,0.0372734
0,2.45444e-05,0.000110324,0.00306832,0,52.1353,46.3571,1.5043,0,0,0,0.000168684,3.72361e-05,0.45214,10.0227,25.5087,30.538,21.9188,10.6619,0.89453,0.00244598,0.000565874,0.131199,0.210541,10.781,36.7197,42.2538,9.63466,0.216024,0.0276531,0.0132406,0.00328384,0.0089999
